pathway	pval	padj	log2err	ES	NES	size	leadingEdge	signedlogp	NAME
GOBP_MITOTIC_SPINDLE_ORGANIZATION	1.76E-12	2.11E-10	0.910119735	0.590462286	2.405765844	120	PLK2,KIF23,STIL,TUBG1,TPX2,WDR62,TTK,GPSM2,ZNF207,TPR,CKAP5,PCNT,LSM14A,CHMP4C,EML1,NEK2,MYBL2,PRC1,CLTC,KIF3B,NUF2,DYNC1H1,PDCD6IP,CEP192,VPS4B,TACC2,MAP9,CEP97,SBDS,SMC3,SMC1A,SPICE1,KPNB1,CHMP2B,KIF4A,GOLGA2,KIF4B,CENPE,CLASP2,KIF2A,MAP10,MZT1,AURKA,KIF11,STAG2,KIF15,DLGAP5,KIFC2,SPAST,CDC20,PLK1,CCSAP,STAG1,HNRNPU,TUBG2	11.75562245	GOBP_MITOTIC_SPINDLE_ORGANIZATION
GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA	2.35E-12	2.61E-10	0.898671232	0.632022316	2.490685922	98	MCM8,CHD8,MCM4,ASCC3,POLQ,DHX9,CHD4,TTF2,ATAD5,RFC3,RFC1,RFC5,BPTF,SMARCA5,DHX36,BRIP1,XRCC2,MCM2,MCM9,SETX,MSH2,HLTF,SMC3,RECQL,RAD54L2,ERCC3,RAD54L,DDX1,TOP2A,CHD2,DSCC1,TOP2B,DNA2,ERCC6L,MSH6,FANCM,INO80,DDX3X,RAD51,XRCC3,SMARCA4,NAV2,DDX11,ATRX,IGHMBP2,WRN,RECQL4,SMARCAD1,RAD54B,RAD50,BLM,MCM3,BTAF1,CHTF18	11.62823035	GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA
REACTOME_DNA_REPAIR	2.89E-12	3.06E-10	0.898671232	0.445861827	2.062168873	277	CLSPN,BRCA1,USP43,TOPBP1,POLE,PRKDC,FANCB,POLR2A,EP300,HERC2,ASCC3,TIMELESS,TP53BP1,NPLOC4,POLR2B,POLQ,UVSSA,DTL,RAD18,PMS2,RFC3,BAZ1B,FAN1,SPRTN,RFC1,RFC5,SMARCA5,AQR,USP1,KPNA2,NBN,EXO1,DCLRE1A,RAD23B,BRIP1,BRCA2,FANCD2,XRCC2,PALB2,TCEA1,USP45,RAD51AP1,RMI1,GTF2H3,CCNA2,MSH2,RIF1,RNF4,CHEK1,PCNA,YY1,PARP2,LIG4,REV3L,FANCI,PAXIP1,ATR,RCHY1,ERCC3,CDK2,ACTL6A,REV1,PIAS3,COPS2,POLH,POLD3,USP7,UBE2T,BARD1,RAD1,NEIL3,SLX4,DNA2,MDC1,MSH6,ERCC4,GEN1,FANCM,INO80,TRIM25,PPP4R2,RAD51	11.53886143	REACTOME_DNA_REPAIR
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	4.18E-12	4.17E-10	0.887074988	0.540459887	2.284818563	160	PLK2,CLSPN,BRCA1,PTPN11,SDE2,RINT1,CDC6,TOPBP1,ORC1,PRKDC,TIMELESS,TTK,TP53BP1,NSUN2,RFWD3,ZNF207,DTL,CDC14B,TPR,CRY1,WAC,MAD2L1,NBN,INTS3,DONSON,CDC5L,KNTC1,BRIP1,CHMP4C,FANCD2,APC,CENPF,ZWILCH,BUB1B,MSH2,TRIP13,BUB1,CHEK1,TICRR,WDR76,USP28,E2F1,CLOCK,ATR,CDK2,TIPRL,TAOK1,GTSE1,RAD1,DNA2,MDC1,GEN1,PLK1,CHFR,SPDL1,ZWINT,ZW10,HUS1,XRCC3,FEM1B,CASP2,NDC80,CUL4A,ETAA1,RHNO1,CDC45,NAE1	11.37838634	GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING
GOBP_MITOTIC_NUCLEAR_DIVISION	4.63E-12	4.50E-10	0.887074988	0.446538772	2.089819858	273	KIF23,ANLN,TUBG1,EGF,CDC6,TPX2,SMC5,TTK,CDK13,ZNF207,CDC27,CDC14B,TPR,NCAPD3,PDS5A,SMC4,EREG,NCAPH,BAZ1B,MKI67,CDCA8,NCAPG2,RAD21,SMARCA5,LSM14A,MAD2L1,PHIP,TOM1L1,KIF14,KNTC1,CHMP4C,CDCA2,NEK2,MYBL2,PRC1,KIF3B,NUF2,APC,CENPF,ZWILCH,PDCD6IP,BUB1B,CEP192,NIPBL,VPS4B,CHAMP1,CENPC,TRIP13,MAP9,KIF18B,CEP97,BUB1,CHEK1,ANKLE2,SMC3,SMC2,SMC1A,SPICE1,NUSAP1,KPNB1,CHMP2B,KIF18A,KIF4A,GOLGA2,KIF4B,CENPE,CLASP2,CEP55,ANAPC1,KIF2A,CDCA5,SPAG5,CEP85,KIF20B,MTBP,MAP10,MZT1,DSCC1,USP16,AURKA,CDC23,CENPK,KIF11,PKMYT1,NCAPD2,AKAP8,STAG2,KIF15,DLGAP5,KIFC2,GEN1,SPAST,CDC20,ESPL1,KIF2C,BTC,PLK1,CCSAP,INO80,STAG1,SMC1B,SPDL1,TNF,ZWINT,HNRNPU,TUBG2,EML4,ZW10,PRMT5,NAA50,NDEL1,FBXO5,XRCC3,ATRX,BECN1,LRP5,KNSTRN	11.33481473	GOBP_MITOTIC_NUCLEAR_DIVISION
GOBP_DOUBLE_STRAND_BREAK_REPAIR	5.22E-12	4.93E-10	0.887074988	0.468064715	2.117284685	238	RNF169,BRCA1,MCM8,KLHL15,MMS22L,MCM4,SMC5,PRKDC,FANCB,TIMELESS,AUNIP,TP53BP1,SPIRE1,POLQ,RFWD3,GINS4,SETD2,FAN1,RAD21,NBN,FOXM1,DCLRE1A,INTS3,FIGNL1,KDM2A,BRIP1,EP400,EPC2,BRCA2,FANCD2,ESCO2,UVRAG,XRCC2,UBR5,MCM2,MCM9,PALB2,SETX,TRRAP,NIPBL,RAD51AP1,RMI1,MSH2,TRIP13,RIF1,CHEK1,RNF138,YY1,PARP2,LIG4,SMCHD1,REV3L,RECQL,ACTL6A,RAD54L,DDX1,CDCA5,ING3,YEATS4,ACTR2,SLX4,TONSL,DNA2,HSF2BP,ARID2,MEAF6,ERCC4,TRIP12,GEN1,FANCM,INO80,PPP4R2,SFPQ,RAD51,PARP1,SMC6,MBTD1,HUS1,PARP9,XRCC3,TOP3A,DDX11,WRN,CDC7,OOEP,RECQL4,MORF4L2,CDC45,EXD2,POLA1,SMARCAD1,RAD54B,RAD50,BLM,MCM3,EME1,SFR1,PSMD14	11.28222549	GOBP_DOUBLE_STRAND_BREAK_REPAIR
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL	5.39E-12	5.02E-10	0.887074988	0.561022106	2.338794684	135	YOD1,USP38,SENP2,USP43,TAF4,TADA1,TAF5L,OTUD6B,USP32,OTUD4,TADA2B,UCHL5,ITCH,USP1,TAF2,ATXN7,SENP6,USP46,USP34,ASXL1,ZRANB1,ATXN7L3,USP14,USP45,MYSM1,ZC3H12A,DESI2,TRRAP,SPATA2,USP42,USP28,USP35,USP24,OTUD3,SENP1,USP33,USP37,COPS2,VCPIP1,USP7,USP16,SENP5,USP31,USP12,USP54,USP25,USP47,USP8,TAF7,USP39,SUPT7L,STAMBP,USP30	11.26873557	GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	5.81E-12	5.35E-10	0.887074988	0.563144433	2.368650947	137	PLK2,CHORDC1,BRCA1,STIL,CEP135,WDR62,PLK4,C2CD3,CENPJ,CEP152,CEP295,PARD6B,HAUS3,CKAP5,SSX2IP,SASS6,ROCK2,GADD45A,CHMP4C,RAB6C,BRCA2,NEK2,UVRAG,XRCC2,CCP110,KIF3B,PDCD6IP,CEP192,VPS4B,MAP9,GCC2,ALMS1,CHEK1,TMEM67,MCIDAS,SPICE1,CEP72,FBXW11,TUBE1,KIF3A,CHMP2B,CDK2,GOLGA2,CLASP2,CEP85,USP33,AURKA,KIF11,TRIM37,GEN1,ODF2,PLK1,PPP1R12A,HAUS6,HAUS2,NDEL1,XRCC3,NPM1,NIN,CEP76,KIAA0753,NDC80,CLASP1,CEP295NL	11.23563931	GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION
GOBP_RECOMBINATIONAL_REPAIR	1.41E-11	1.20E-09	0.875325132	0.538292855	2.254227768	149	BRCA1,MCM8,KLHL15,MMS22L,MCM4,SMC5,FANCB,TIMELESS,AUNIP,TP53BP1,POLQ,RFWD3,GINS4,SETD2,FAN1,RAD21,NBN,INTS3,FIGNL1,EP400,EPC2,BRCA2,XRCC2,MCM2,MCM9,PALB2,TRRAP,NIPBL,RAD51AP1,RMI1,RIF1,CHEK1,RNF138,YY1,SMCHD1,REV3L,RECQL,ACTL6A,RAD54L,ING3,YEATS4,ACTR2,SLX4,TONSL,ARID2,MEAF6,ERCC4,GEN1,FANCM,INO80,PPP4R2,SFPQ,RAD51,PARP1,SMC6,MBTD1,HUS1,XRCC3,TOP3A,WRN,CDC7,OOEP,RECQL4,RHNO1,MORF4L2,CDC45,EXD2,RAD54B,BLM,MCM3,SFR1,PSMD14	10.85158802	GOBP_RECOMBINATIONAL_REPAIR
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	1.46E-11	1.23E-09	0.863415392	0.467682372	2.075789431	221	AHCTF1,PSME3,PSMD12,CLIP1,NUP155,NUP205,CENPU,INCENP,CENPL,CDC27,PDS5A,DYNC1LI2,CENPN,CKAP5,POM121,CDCA8,RAD21,PSMD11,SKA1,PSME4,MAD2L1,TMPO,KNTC1,CHMP4C,PPP2R1B,NUP98,NUF2,DYNC1H1,CENPF,ZWILCH,BUB1B,NUP160,CENPC,BUB1,TNPO1,PSMD3,ANKLE2,SMC3,VRK2,SMC1A,KPNB1,VRK1,CHMP2B,KIF18A,CENPE,CLASP2,ANAPC1,KIF2A,CDCA5,CENPI,NUP133,TAOK1,MAPRE1,RANBP2,CDC23,CENPK,NUP54,NUP107,LEMD3,NUP188,PSMD2,STAG2,ERCC6L,NDC1,SPAST,CDC20,ESPL1,KIF2C,UBE2E1,PLK1,STAG1,SPDL1,TUBB1,ZWINT,PSMD5,ZW10,NDEL1,FBXO5,TUBB4B,CENPH,DYNC1I1,NDC80,PPP2R5A,CLASP1,UBE2D1,RCC1,CENPQ,RAN,CCNB1,TUBA1C,XPO1,CC2D1B,BUB3,PSMD14,PSMC6,PDS5B,UBE2C	10.83436696	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE
GOBP_DNA_GEOMETRIC_CHANGE	2.78E-11	2.19E-09	0.863415392	0.620944363	2.414652224	91	MCM8,CHD8,MCM4,ASCC3,POLQ,DHX9,CHD4,GINS4,RFC3,RFC5,NBN,DHX36,BRIP1,MCM2,MCM9,SETX,RECQL,RAD54L2,ERCC3,RAD54L,DDX1,GINS1,TOP2A,CHD2,DSCC1,DNA2,ERCC6L,ANXA1,FANCM,DDX3X,RAD51,NAV2,DDX11,ATRX,IGHMBP2,WRN,RECQL4,CDC45,SMARCAD1,RAD54B,RAD50,BLM,MCM3,CHTF18,G3BP1,CHD6,CHD7	10.55580906	GOBP_DNA_GEOMETRIC_CHANGE
GOCC_MITOTIC_SPINDLE	3.19E-11	2.46E-09	0.851339057	0.537055004	2.263802674	145	KIF23,TUBG1,CDC6,TPX2,PHLPP2,GPSM2,CDC27,CDC14B,HNF4G,TPR,CEP295,HAUS3,ASPM,LSM14A,SKA1,MAD2L1,SKA3,CKAP2L,EML1,PRC1,CLTC,DIAPH1,ECT2,CTTN,MAP9,KIF18B,FAM83D,SMC3,KATNBL1,SMC1A,NUSAP1,KIF18A,IQCB1,GOLGA2,CENPE,CLASP2,TPPP,SPAG5,KIF20B,MAP10,MAPRE1,AURKA,KIF11,STAG2,KIFC2,ESPL1,PLK1,CCSAP,FAM161A,TBL1XR1,STAG1,DCDC2,HNRNPU,EML4,SMC6,HAUS6,HAUS2,NIN,KNSTRN,CDC7,EML2,CLASP1	10.49573068	GOCC_MITOTIC_SPINDLE
WP_RETINOBLASTOMA_GENE_IN_CANCER	3.75E-11	2.80E-09	0.851339057	0.632906654	2.441569678	86	ANLN,CCNE2,ORC1,MCM4,POLE,PRKDC,PLK4,TTK,RRM2,DNMT1,E2F2,RFC3,RFC5,CCNE1,RAF1,WEE1,CCNA2,CHEK1,PCNA,HLTF,SMC3,E2F1,SMC2,SMC1A,DCK,KIF4A,NPAT,CDK2,CDC25A,RRM1,TOP2A,TFDP1,POLD3,FAF1,BARD1,MSH6,CDC25B,CDC7,POLE2,CDC45,TYMS,POLA1,SUV39H1,DHFR,CCNB1,MCM3,SIN3A,CCNB2,HDAC1,ZNF655,CCDC6	10.42567135	WP_RETINOBLASTOMA_GENE_IN_CANCER
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	8.49E-11	5.78E-09	0.839088936	0.583639582	2.350842266	106	AHCTF1,CLIP1,CENPU,INCENP,CENPL,CDC27,DYNC1LI2,CENPN,CKAP5,CDCA8,SKA1,MAD2L1,KNTC1,PPP2R1B,NUP98,NUF2,DYNC1H1,CENPF,ZWILCH,BUB1B,NUP160,CENPC,BUB1,KIF18A,CENPE,CLASP2,ANAPC1,KIF2A,CENPI,NUP133,TAOK1,MAPRE1,RANBP2,CDC23,CENPK,NUP107,ERCC6L,CDC20,KIF2C,UBE2E1,PLK1,SPDL1,ZWINT,ZW10,NDEL1,CENPH,DYNC1I1,NDC80,PPP2R5A,CLASP1,UBE2D1,CENPQ,XPO1,BUB3,UBE2C,ANAPC10,CENPO,CENPA,PPP2R5B,PPP2R5E,SKA2,SPC25	10.07094622	REACTOME_MITOTIC_SPINDLE_CHECKPOINT
GOCC_NUCLEAR_CHROMOSOME	1.06E-10	7.09E-09	0.839088936	0.49015476	2.105418907	182	BRCA1,TUBG1,TOPBP1,MMS22L,ORC1,MCM4,POLE,TIMELESS,INCENP,DHX9,GINS4,TRIM24,MCM10,BAZ1B,LRIF1,RAD21,SRCAP,LRPPRC,SMARCA5,UCHL5,ORC3,SAP130,CSNK2A1,FIGNL1,BRMS1L,EP400,BRCA2,NEK2,MCM2,SYCP2,SETX,TRRAP,NUFIP1,CHEK1,PCNA,YY1,SMCHD1,SMC3,SMC2,SMC1A,ORC6,ACTL6A,ANP32E,GINS1,ING3,TOP2A,TEX12,POLD3,HDAC2,NOL6,WDHD1,RAD1,NCAPD2,SLX4,TONSL,STAG2,PLK1,INO80,SMC1B,RAD51,HNRNPU,HUS1,CPSF6,CHRAC1,PBRM1,ATRX,ETAA1,NFRKB,POLE2,CDC45,RCC1,MSH4,POLA1,SUV39H1,SMARCAD1,PRIM2,RAD50,BLM,MCM3,SFR1,REPIN1,TOP1,AGO3,SIN3A,SIN3B,BRD4,SUDS3,MLH1,HDAC1,ACTR6	9.97421815	GOCC_NUCLEAR_CHROMOSOME
GOBP_MRNA_TRANSPORT	1.26E-10	8.25E-09	0.826657301	0.565197606	2.290596838	116	IGF2BP3,SENP2,AHCTF1,MCM3AP,NUP155,NUP205,POM121C,IGF2BP1,NSUN2,DHX9,RANBP17,SLBP,TPR,POM121,SETD2,KHSRP,LRPPRC,FYTTD1,SMG1,NUP98,G3BP2,NUP153,NUP160,SMG5,FMR1,MYO1C,SMG7,ZC3H3,NUP210,NUP133,YTHDC1,ZC3H11A,RANBP2,NUP54,NCBP1,NUP107,NUP214,NUP188,NDC1	9.900433373	GOBP_MRNA_TRANSPORT
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	1.33E-10	8.64E-09	0.826657301	0.432382359	2.000083777	257	PLK2,CLSPN,BRCA1,DLG1,PTPN11,SDE2,RINT1,CDC6,TOPBP1,ORC1,PRKDC,TIMELESS,TTK,TP53BP1,NSUN2,RFWD3,ZNF207,DTL,CDC14B,TPR,CRY1,WAC,BAZ1B,E2F7,RAD21,SMARCA5,MAD2L1,NBN,TOM1L1,INTS3,DONSON,CDC5L,KNTC1,BRIP1,CHMP4C,FANCD2,NKX3-1,NEK2,CCP110,APC,CENPF,ZWILCH,WEE1,BUB1B,MSH2,TRIP13,BUB1,CHEK1,TICRR,TMEM67,WDR76,USP28,E2F1,CLOCK,ATR,CDK2,EZH2,MTBP,TIPRL,TAOK1,CDC73,GTSE1,DAB2IP,OVOL1,RAD1,E2F8,TRIM37,DNA2,MDC1,USP47,GEN1,ESPL1,PLK1,KLF4,CHFR,SPDL1,ZWINT,ZW10,HUS1,RPS6KA2,FBXO5,XRCC3,NPM1,FEM1B,ATRX,TERF1,CASP2,NDC80,CUL4A,ETAA1,RHNO1,TOM1L2,CDC45,NAE1,LIF,DMRT1,MDM1,INTS7,CCNB1	9.876132696	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS
REACTOME_MITOTIC_PROPHASE	1.92E-10	1.21E-08	0.826657301	0.639403119	2.458968978	79	MASTL,NUP155,NUP205,POM121C,TPR,NCAPD3,SMC4,POM121,NCAPG2,TMPO,BLZF1,GORASP2,PPP2R1B,NUP98,GORASP1,NUP153,USO1,NUP160,VRK2,SMC2,VRK1,GOLGA2,LPIN1,NUP210,NUP133,ARPP19,PHF8,NEK7,RANBP2,RAB2A,NUP54,NUP107,NUP214,LEMD3,NUP188,NDC1,PLK1	9.716414326	REACTOME_MITOTIC_PROPHASE
GOBP_CYTOKINESIS	1.94E-10	1.21E-08	0.826657301	0.529555451	2.247203478	144	PLK2,KIF23,ANLN,AHCTF1,PLEC,CDC6,CKAP2,PLK4,SPIRE1,INCENP,SVIL,CDC14B,SETD2,BIRC6,E2F7,PKN2,SON,KIF14,ROCK2,CHMP4C,BRCA2,CIT,UVRAG,PRC1,CCP110,KIF3B,APC,ECT2,PDCD6IP,PIK3R4,PRPF40A,VPS4B,MAP9,KLHL13,SPTBN1,ROCK1,MYO19,NUSAP1,CHMP2B,KIF4A,KIF4B,CEP55,KIF20B,PRKCE,ACTR2,MAP10,RAB11FIP4,AURKA,E2F8,SNX18,USP8,SPAST,ESPL1,PLK1,CDC25B,STAMBP,BCL2L1,KIF20A,ANK3,BECN1	9.713170065	GOBP_CYTOKINESIS
WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	3.58E-10	2.13E-08	0.814035838	0.63840996	2.430043333	76	CLSPN,BRCA1,TOPBP1,PRKDC,HERC2,TP53BP1,RFWD3,USP1,NBN,EXO1,FOXM1,DCLRE1A,BRIP1,BRCA2,FANCD2,MCM2,PALB2,RMI1,MSH2,CHEK1,PCNA,E2F1,RECQL,SMC1A,FANCI,ATR,CDK2,SMARCC2,BARD1,RAD1,MDC1,PLK1,RAD51,PARP1,HUS1,PPM1D,TOP3A,WRN,CDC45	9.446345087	WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	5.82E-10	3.32E-08	0.801215575	0.459210441	1.993442287	195	KIF23,KLC2,RINT1,TMF1,MAN2A2,GOLGA4,RGP1,USP6NL,DYNC1LI2,GOLGA5,GBF1,COG1,NSF,COPB1,MAN1A2,STX16,COPA,KIF5B,ARCN1,NAA35,IGF2R,KIF3B,DYNC1H1,KIF16B,RAB3GAP2,GOLIM4,KIF21A,KIF18B,GCC2,COG2,COG3,KLC3,TMED7,COG5,KIF3A,RAB6A,KIF18A,SEC22B,COG6,KIF4A,KIF4B,CENPE,KIF2A,KIF20B,RAB33B,RAB18,COPB2,ARL1,KIF1A,SCOC,KIF11,TMED2,COPG1,KIF15,KIFC2,RAB43,KIF2C,COPG2,TRIP11,KIF1B,TUBB1,KIF1C,ZW10,KIF27,ARF4,VTI1A,NAA30,CYTH3,TUBB4B,KIF6,KIF20A,DYNC1I1,GOSR2	9.235358706	REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	6.81E-10	3.80E-08	0.801215575	0.564406176	2.299481866	115	AHCTF1,CLIP1,CENPU,INCENP,CENPL,PDS5A,DYNC1LI2,CENPN,CKAP5,CDCA8,RAD21,SKA1,MAD2L1,KNTC1,PPP2R1B,NUP98,NUF2,DYNC1H1,CENPF,ZWILCH,BUB1B,NUP160,CENPC,BUB1,SMC3,SMC1A,KIF18A,CENPE,CLASP2,KIF2A,CDCA5,CENPI,NUP133,TAOK1,MAPRE1,RANBP2,CENPK,NUP107,STAG2,ERCC6L,CDC20,KIF2C,PLK1,STAG1,SPDL1,TUBB1,ZWINT,ZW10,NDEL1,TUBB4B,CENPH,DYNC1I1,NDC80,PPP2R5A,CLASP1,CENPQ,CCNB1,TUBA1C,XPO1,BUB3,PDS5B,CCNB2,CENPO,CENPA,PPP2R5B,PPP2R5E,SKA2,SPC25	9.166750077	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION
REACTOME_SUMOYLATION	8.83E-10	4.80E-08	0.801215575	0.487549103	2.066513741	167	TFAP2A,BRCA1,SENP2,PHC3,SMC5,NUP155,NUP205,SUZ12,EP300,POM121C,HERC2,TP53BP1,INCENP,TPR,DNMT1,POM121,CBX4,DDX5,UBA2,CDCA8,RAD21,CREBBP,NCOA2,SP3,DNMT3B,NRIP1,NUP98,NUP153,NUP160,EID3,PCNA,HIPK2,ZNF131,SMC3,SMC1A,HNRNPK,MBD1,NCOA1,TOPORS,SENP1,NUP210,TOP2A,PIAS3,NUP133,SATB2,RANBP2,AURKA,HDAC2,SENP5,NUP54,TOP2B,NUP107,NUP214,NUP188,BMI1,RNF2,STAG2,MDC1,NDC1,THRB,STAG1,PARP1,SMC6,VHL	9.053883586	REACTOME_SUMOYLATION
GOBP_MEIOTIC_CELL_CYCLE	1.09E-09	5.76E-08	0.788186811	0.459541885	2.028222166	213	CCNE2,TUBG1,FOXJ3,MASTL,TTK,CYP26B1,SPIRE1,NSUN2,INCENP,OSGIN2,NCAPD3,SMC4,EREG,NCAPH,ASPM,RAD21,ZNF318,NBN,EXO1,FIGNL1,BRIP1,BRCA2,FANCD2,NEK2,XRCC2,CCNE1,STK35,SYCP2,EXD1,NUF2,SUN1,BUB1B,RAD51AP1,RMI1,CENPC,TRIP13,BUB1,SMC3,SMC2,SMC1A,YTHDF2,TUBGCP5,KIF18A,CDK2,GOLGA2,RAD54L,CDC25A,TOP2A,TDRKH,MSX2,CCNB3,TEX12,ACTR2,OVOL1,AURKA,RAD1,PKMYT1,NCAPD2,TOP2B,SLX4,HSF2BP,NPPC,UTP14C,MSH6,ERCC4,NDC1,FOXJ2,CDC20,ESPL1,TUBGCP3,FANCM,PLK1,DUSP13,CHFR,SMC1B,CDC25B,RAD51,TUBG2,ZW10,TEX19,TUBGCP4,HUS1,RBM7,RPS6KA2,FBXO5,PDIK1L,UBR2,TOP3A,ATRX,PLCB1,TERF1,NDC80,OOEP,LIF,MSH4,DMRT1,GPR3,RAD54B,YTHDC2,RAD50,EME1,MYH9,BUB3,NUMA1,SPIN1,SLC26A8,CCNB2,MLH1	8.96255345	GOBP_MEIOTIC_CELL_CYCLE
GOBP_SPINDLE_ASSEMBLY	1.41E-09	7.16E-08	0.788186811	0.532857105	2.181660352	123	KIF23,TPX2,INCENP,GPSM2,ZNF207,TPR,HAUS3,ASPM,GOLGA6A,LSM14A,CHMP4C,SENP6,NEK2,MYBL2,PRC1,KIF3B,DYNC1H1,PDCD6IP,GOLGA8M,CEP192,VPS4B,MAP9,CEP97,RNF4,SMC3,SMC1A,SPICE1,KPNB1,TUBGCP5,CHMP2B,KIF4A,GOLGA2,KIF4B,CLASP2,KIF2A,SPAG5,MAP10,MZT1,MAPRE1,NEK7,AURKA,KIF11,STAG2,KIF15,KIFC2,CDC20,TUBGCP3,PLK1,CCSAP,INO80,STAG1,GOLGA8R,TUBB1,HNRNPU,HAUS6,TUBGCP4,HAUS2,FBXO5	8.852130581	GOBP_SPINDLE_ASSEMBLY
GOBP_GOLGI_ORGANIZATION	1.46E-09	7.38E-08	0.788186811	0.519962261	2.203492186	143	NPLOC4,PDE4DIP,CAMSAP2,HOOK1,USP6NL,SEC23IP,GOLGA5,GBF1,COG1,ARHGAP21,GOLGA6A,FHDC1,HUWE1,GOLPH3,STX16,BLZF1,GORASP2,GOLGB1,CIT,ARFGEF1,BAG5,GORASP1,ATP8B1,USO1,TBC1D20,GOLGA8M,SEC16A,STX17,GCC2,COG2,COG3,UBXN2A,TMED7,AKAP9,COG5,VRK1,SEC22B,COG6,GOLGA2,CLASP2,PDCD10,LMAN1,RAB33B,VCPIP1,YWHAZ,ARL1,TRAPPC8,RAB2A,TMED2,YIPF5,RAB43,MAP2K1,TRIP11,GOLGA8R,ZW10,PRMT5,VTI1A,HACE1,RBSN,ATL3,CAMSAP3,HTT,CLASP1,PI4K2B,ATL2,TRAPPC11	8.836211611	GOBP_GOLGI_ORGANIZATION
GOMF_DNA_HELICASE_ACTIVITY	2.19E-09	1.07E-07	0.77493903	0.641124183	2.397836032	69	MCM8,CHD8,MCM4,ASCC3,POLQ,DHX9,CHD4,RFC3,RFC5,DHX36,BRIP1,MCM2,MCM9,SETX,RECQL,RAD54L2,ERCC3,RAD54L,CHD2,DSCC1,DNA2,ERCC6L,FANCM,DDX3X,RAD51,NAV2,DDX11,ATRX,IGHMBP2,WRN,RECQL4,SMARCAD1,RAD54B,RAD50,BLM,MCM3,CHTF18,G3BP1,CHD6,CHD7	8.660266101	GOMF_DNA_HELICASE_ACTIVITY
GOBP_CENTROSOME_DUPLICATION	2.63E-09	1.26E-07	0.77493903	0.634398452	2.372480864	71	PLK2,CHORDC1,BRCA1,STIL,CEP135,WDR62,PLK4,C2CD3,CENPJ,CEP152,CEP295,CKAP5,SASS6,ROCK2,CHMP4C,RAB6C,BRCA2,CCP110,PDCD6IP,CEP192,VPS4B,ALMS1,TMEM67,SPICE1,CEP72,CHMP2B,CDK2,USP33,TRIM37,GEN1,XRCC3,NPM1,CEP76,KIAA0753,NDC80,CEP295NL	8.579464999	GOBP_CENTROSOME_DUPLICATION
GOBP_RNA_LOCALIZATION	2.87E-09	1.35E-07	0.77493903	0.465282691	2.009383922	181	IGF2BP3,XPOT,SENP2,AHCTF1,MCM3AP,NUP155,NUP205,POM121C,IGF2BP1,NSUN2,DHX9,RANBP17,CCT6A,SLBP,TPR,NAF1,CKAP5,POM121,SETD2,TCP1,KHSRP,LRPPRC,DHX36,FYTTD1,SMG1,NUP98,G3BP2,NUP153,NUP160,SMG5,FMR1,YY1,KPNB1,ATR,MYO1C,PNPT1,SMG7,ZC3H3,NUP62CL,NUP210,NUP133,YTHDC1,ZC3H11A,RANBP2,NOL6,NUP54,PHAX,NCBP1,NUP107,NUP214,NUP188,NDC1,ATXN2,TGFBR2,XPO5,HNRNPU,EXOSC10,CPSF6,NPM1,AGFG1,NPIPA1,NUP50,EIF5A2,TERF1,CASC3,TOMM20	8.54242329	GOBP_RNA_LOCALIZATION
